school name,email,contact no
"Chinmaya Vidyalaya, Bokaro Steel City",principalcvbokaro@gmail.com, 6542269250
"Delhi Public School, Chandigarh",dpschd40@yahoo.com, 1722690991
Kothari International School,info@kotharischool.edu.in, 1204330844
National Academy of Learning,nafl@blr.vsnl.net.in, 8023239281
"Ryan International School, Kandivali",, 2228708866
"Lotus Valley International School, Gurgaon",info@lotusvalleygurgaon.com, 1243290885
Blue Bells Model School,info@bluebells.org, 1244698888
"Amity International School, Gurgaon",aisq46@amity.edu, 1242581001
"National Public School, Kormangala",npskrm@bsnl.in, 8025705171
Vidya Mandir Senior Secondary School,vmmyl@md2.vsnl.net.in, 4424981078
"St. Kabir School, Ahmedabad",info@stkabir.com, 7926461915
"Delhi Public School, Ruby Park",info@dpskolkata.com, 9831322277
"Delhi Public School, Indirapuram",info@dpsindirapuram.com, 1203008300
"The Gurukul, Panchkuka",principal@thegurukul.in, 1722552100
Modern Delhi Public School,info@moderndps.org, 1292229377
"St. Columba’s School, Delhi",stcolumbas@stcolumbas.net, 11233634
"DAV School, Gurgaon",davgurgaon@yahoo.com, 1242324070
Chettinad Vidyashram,vidyashram@vsnl.com, 4424938040
"The Heritage School, Rohini, Delhi",contact@rohini.theheritageschool.in, +91 1127062800
"Delhi Public School, Gurgaon",info@dpsgurgaon.org, 1244125800
"Bal Bharati Public School, Pitampura",ppbbps@hotmail.com, +91 1127028600
"DAV Boys Senior Secondary School, Gopalapuram, Chennai",davboysgpm@yahoo.com, 4428352866
The New Tulip International School,info@thetulipschool.com, 2717329210
P.S. Senior Secondary School,psschool@vsnl.com, 4424956021
"Bharatiya Vidya Bhavan Vidyashram, Jaipur",info@bhavansvidyashram.org, 1412711291
"Delhi Public School, Kalinga – Bhubaneshwar",info@dpskalinga.edu.in, 6712356017
"Delhi Public School, Navi Mumbai",info@dpsnavimumbai.org, 2227526632
"Salwan Public School, Mayur Vihar",spsmv59@rediffmail.com, 1122614169
"Delhi Public School, Bokaro",bko_dpsbsc@sancharnet.in, 6542233544
"Doon International School, Dehradun",dnints@nde.vsnl.net.in, 1352658491
"DAV, Chandrasekharpur, Bhubaneswar",davcspur@gmail.com, 6742740551
St Francis De Sales School,mail@sfsdelhi.com, 1125551113
Somerville School,somerville.noida@airtelmail.in, 1202415050
Suncity world School,info@suncityschool.in, +91 1244845300
"Salwan Public School, Gurgaon",admin@salwangurgaon.com, 1244886050
Lotus Valley International School,info@lotusvalley.com, +91 991095222
"Delhi Public School, Vadodara",info@dpsvadodara.com, 2652681571
Carmel Convent School,carmel_convent@hotmail.com, 1722742209
"The Heritage Xperiential Learning School, Gurgaon",info@ggn.hxls.org, 91 98107 87793
Sardar Patel Vidyalaya,spvdelhi@gmail.com, +91 1124627344
Blue Bells School International,bluebels@rediffmail.com, 1129232963
"Chirec Public School, Hyderabad",office@chirecps.ac.in, +91 4044760997
Jubilee Hills Public School,, 4023548584
Amity International School,amity@aisn.amity.edu, 1204399000
"Bharatiya Vidya Bhavan Public School, Hyderabad",bvbpsjh@rediffmail.com, 4023544934
"DPS, Vasant Kunj, Delhi",principal@dpsvasantkunj.com, 1126891868
"DPS, Mathura Road, Delhi",mathuraroad@dpsfamily.org, 1143399200
"Delhi Public School, Rohini",mail@dpsrohini.com, 1127055942
"Delhi Public School, Ghaziabad",, 1202712236
The Mother’s International School,info@themis.in, +91 1126964140
DLF Public School,contactus@dlfps.com, 1202636385
Tagore International School,infor.vv@tagoreint.com, 1126142270
"Vibgyor High, TJIS",helpdesk.hyderabad46@vibgyorhigh.com, 4033998833
"Apeejay School, Noida",skool.ms.nvd@apj.edu, 951202515141
Amity International School,principal@aiss.amity.edu, +91 1129561606
"VIBGYOR High, Kolhapur",helpdesk.kolhapur50@vibgyorhigh.com, 2313041200
Vidyodaya School,vidyodayaschool90@gmail.com, 4842410972
"VIBGYOR High School, Vadodara",helpdesk.vadodara30@vibgyorhigh.com, 2653076101
"National Public School, Rajajinagar",, 8023350361
P Obul Reddy Public School,info@amsporps.org, 4023548912
Vivek High School,vivek@vivekhighschool.in, 1722698988
"DPS, Noida",dpsnoida30@gmail.com, 1204509100
"Bal Bharati Public School, New Delhi",bbpsgr@hotmail.com, 1125786897
"VIBGYOR High, Jakkur",helpdesk.bengaluru48@vibgyorhigh.com, 8033159400
Modern Vidya Niketan,mvn@mvneducation.com, +91 1294091700
Maharani Gayatri Devi Girls School,principal@mgdschooljaipur.com, 1412374086
Mount St Mary School,reachus@msmschool.net, 1125699308
"VIBGYOR High, Lucknow",helpdesk.lucknow60@vibgyorhigh.com, 5224113400
Bangalore Military School,, 2147483647
"Delhi Public School, Kalinga",info@dpskalinga.in, 6712356017
"BGS International Residential School, Bangalore",admissionsbgsirs@gmail.com, 8028437653
"The Sagar School, Alwar",principal@thesagarschool.org, 1469262475
"VIBGYOR High, BTM Layout",helpdesk.bengaluru45@vibgyorhigh.com, 8033743000
"VIBGYOR High, Electronic City",helpdesk.bengaluru44@vibgyorhigh.com, 8033280500
"VIBGYOR High, Goregaon",helpdesk.mumbai10@vibgyorhigh.com, 2239577070
"Taurian World School, Ranchi",mail@tws.edu.in, 9308991112
"Welham Boys’ School, Dehradun",admissions@welhamboys.org, 1352657120
"Delhi Public School, Pinjore",dpspinjore@rediffmail.com, 1733308407
Sainik School Jamnagar,ssbjam11@gmail.com, 2893246226
"Sainik School, Satara",sainikss@rediffmail.com, 2162234483
"National Public School, Indiranagar",nps_inr@dataone.in, +91 8025280611
"Motilal Nehru School of Sports, Sonipat",mnssrai@rediffmail.com, 1302366501
"SelaQui International School, Dehradun",selaqui@selaqui.org, 1353051000
"Royal Global School, Guwahati",principal@rgs.edu.in, 3612270044
"Jain International Residential School, Bangalore",info@jirs.ac.in, 91 80 2757 7050
GD Birla Memorial School for Boys,office@gdbms.net, 5966226023
"Ram Ratna Vidya Mandir, Mumbai",admin@ramratnavidyamandir.org, 2228450707
"Birla Vidya Mandir, Nainital",principal@birlavidyamandir.com, 5942236879
"Scindia Kanya Vidyalaya, Gwalior",skvgwl@sify.com, 91 751 2428110
"Hansraj Public School, Panchkula",principalhps6@gmail.com, 911722573800
"Montfort Senior Secondary School, Delhi",montfortschooldelhi@live.com, 1127130841
"Peevees Public School, Malappuram",information@peevees.com, 4931220063
"Vidya Devi Jindal School, Hisar",admissions@vdjs.edu.in, 1662281000
"Army Public School, Dagshai",apsdagshai86@gmail.com, 1792266651
"New Era High School, Panchgani",newera@nehsindia.org, 2168243221
"DPS, Dwarka, Delhi",mail@dpsdwarka.com, 1125074472
"Ahlcon International School, New Delhi",contact@ahlconinternational.com, +91 1147770777
"Vasant Valley School, Delhi",vasantvalley@vsnl.com, +91 1126892787
"Chinmaya International Residential School, Coimbatore",info@cirschool.org, 4222613300
"The Scindia School, Gwalior",office@scindia.edu, 7512480750
"Birla Public School Vidya Niketan, Pilani",principalbps@yahoo.com, 1596243350
"Rashtriya Indian Military College, Dehradun",rimcollege@yahoo.com, 1352752083
"Mayo College, Ajmer",info@mayocollege.com, 1452661154
"The Lawrence School, Sanawar",contact@sanawar.edu.in, 1792261208
"Padma Seshadri Bala Bhavan, Nungambakkam",webmaster@psbbngn.com, 4428172459
"Springdales School, Dhaula Kuan, Delhi",springdales@vsnl.com, +91 1124116657
"Step by Step School, Taj Expressway, Noida",info@sbs-school.org, +91 1202472300
"Sanskriti School, Chankyapuri, Delhi",school@sanskritischool.com, 911126883335
"Delhi Pubic School, RK Puram, New Delhi",principal@dpsrkp.net, 911149115555
"The Lawrence School, Lovedale, Ooty",contact@thelawrenceschool.org, 4232442552
"Daly College, Indore",principal@dalycollege.org, 91 731 271 9000
